date,permno
1965-03-01,25208
1965-03-01,25216
1965-03-01,25232
1965-03-01,25283
1965-03-01,25304
1965-03-01,25320
1965-03-01,25419
1965-03-01,25443
1965-03-01,25523
1965-03-01,25531
1965-03-01,25574
1965-03-01,25582
1965-03-01,25590
1965-03-01,25662
1965-03-01,25697
1965-03-01,25726
1965-03-01,25769
1965-03-01,25785
1965-03-01,25910
1965-03-01,25988
1965-03-01,26067
1965-03-01,26075
1965-03-01,26112
1965-03-01,26120
1965-03-01,26200
1965-03-01,26286
1965-03-01,26294
1965-03-01,26366
1965-03-01,26374
1965-03-01,26390
1965-03-01,26438
1965-03-01,26534
1965-03-01,26542
1965-03-01,26550
1965-03-01,26622
1965-03-01,26657
1965-03-01,26673
1965-03-01,26681
1965-03-01,26729
1965-03-01,26788
1965-03-01,26796
1965-03-01,26825
1965-03-01,26956
1965-03-01,27027
1965-03-01,27051
1965-03-01,27086
1965-03-01,27158
1965-03-01,27190
1965-03-01,27297
1965-03-01,27326
1965-03-01,27385
1965-03-01,27422
1965-03-01,27473
1965-03-01,27828
1965-03-01,27852
1965-03-01,27860
1965-03-01,27924
1965-03-01,27940
1965-03-01,27959
1965-03-01,27983
1965-03-01,27991
1965-03-01,28046
1965-03-01,28089
1965-03-01,28222
1965-03-01,28273
1965-03-01,28353
1965-03-01,28417
1965-03-01,28425
1965-03-01,28484
1965-03-01,28505
1965-03-01,28513
1965-03-01,28732
1965-03-01,29196
1965-03-01,30365
1965-03-01,30971
1965-03-01,32598
1965-03-01,32790
1965-03-01,33056
1965-03-01,33101
1965-03-01,33283
1965-03-01,33814
1965-03-01,34075
1965-03-01,34323
1965-03-01,34833
1965-03-01,34980
1965-03-01,34999
1965-03-01,35211
1965-03-01,35537
1965-03-01,35836
1965-03-01,36011
1965-03-01,36468
1965-03-01,36505
1965-03-01,36580
1965-03-01,36855
1965-03-01,37161
1965-03-01,37540
1965-03-01,38324
1965-03-01,38455
1965-03-01,38682
1965-03-01,38703
1965-03-01,38762
1965-03-01,38893
1965-04-01,10006
1965-04-01,10030
1965-04-01,10102
1965-04-01,10137
1965-04-01,10145
1965-04-01,10153
1965-04-01,10161
1965-04-01,10196
1965-04-01,10225
1965-04-01,10233
1965-04-01,10241
1965-04-01,10321
1965-04-01,10364
1965-04-01,10372
1965-04-01,10401
1965-04-01,10487
1965-04-01,10495
1965-04-01,10524
1965-04-01,10559
1965-04-01,10575
1965-04-01,10591
1965-04-01,10604
1965-04-01,10735
1965-04-01,10751
1965-04-01,10786
1965-04-01,10823
1965-04-01,10866
1965-04-01,10874
1965-04-01,10890
1965-04-01,10970
1965-04-01,10989
1965-04-01,11092
1965-04-01,11156
1965-04-01,11164
1965-04-01,11260
1965-04-01,11295
1965-04-01,11308
1965-04-01,11340
1965-04-01,11367
1965-04-01,11391
1965-04-01,11404
1965-04-01,11439
1965-04-01,11447
1965-04-01,11455
1965-04-01,11471
1965-04-01,11607
1965-04-01,11658
1965-04-01,11674
1965-04-01,11703
1965-04-01,11746
1965-04-01,11754
1965-04-01,11762
1965-04-01,11850
1965-04-01,11981
1965-04-01,12036
1965-04-01,12052
1965-04-01,12060
1965-04-01,12079
1965-04-01,12124
1965-04-01,12132
1965-04-01,12140
1965-04-01,12167
1965-04-01,12183
1965-04-01,12298
1965-04-01,12431
1965-04-01,12458
1965-04-01,12490
1965-04-01,12503
1965-04-01,12511
1965-04-01,12570
1965-04-01,12626
1965-04-01,12706
1965-04-01,12730
1965-04-01,12749
1965-04-01,12837
1965-04-01,12888
1965-04-01,12896
1965-04-01,12909
1965-04-01,12976
1965-04-01,13047
1965-04-01,13063
1965-04-01,13100
1965-04-01,13119
1965-04-01,13303
1965-04-01,13311
1965-04-01,13354
1965-04-01,13370
1965-04-01,13434
1965-04-01,13522
1965-04-01,13557
1965-04-01,13573
1965-04-01,13610
1965-04-01,13637
1965-04-01,13661
1965-04-01,13688
1965-04-01,13696
1965-04-01,13792
1965-04-01,13821
1965-04-01,13856
1965-04-01,13901
1965-04-01,13928
1965-04-01,14066
1965-04-01,14082
1965-04-01,14090
1965-04-01,14189
1965-04-01,14218
1965-04-01,14250
1965-04-01,14322
1965-04-01,14357
1965-04-01,14429
1965-04-01,14437
1965-04-01,14496
1965-04-01,14509
1965-04-01,14525
1965-04-01,14533
1965-04-01,14541
1965-04-01,14592
1965-04-01,14605
1965-04-01,14656
1965-04-01,14664
1965-04-01,14736
1965-04-01,14760
1965-04-01,14795
1965-04-01,14824
1965-04-01,14883
1965-04-01,14891
1965-04-01,14904
1965-04-01,14912
1965-04-01,14955
1965-04-01,15069
1965-04-01,15325
1965-04-01,15341
1965-04-01,15368
1965-04-01,15456
1965-04-01,15472
1965-04-01,15499
1965-04-01,15579
1965-04-01,15624
1965-04-01,15659
1965-04-01,15667
1965-04-01,15720
1965-04-01,15747
1965-04-01,15763
1965-04-01,15966
1965-04-01,16029
1965-04-01,16109
1965-04-01,16205
1965-04-01,16272
1965-04-01,16360
1965-04-01,16424
1965-04-01,16432
1965-04-01,16571
1965-04-01,16598
1965-04-01,16600
1965-04-01,16678
1965-04-01,16707
1965-04-01,16723
1965-04-01,16758
1965-04-01,16870
1965-04-01,16969
1965-04-01,17128
1965-04-01,17144
1965-04-01,17240
1965-04-01,17267
1965-04-01,17291
1965-04-01,17304
1965-04-01,17451
1965-04-01,17478
1965-04-01,17558
1965-04-01,17566
1965-04-01,17590
1965-04-01,17646
1965-04-01,17654
1965-04-01,17726
1965-04-01,17750
1965-04-01,17806
1965-04-01,17830
1965-04-01,17849
1965-04-01,17953
1965-04-01,17961
1965-04-01,18016
1965-04-01,18032
1965-04-01,18067
1965-04-01,18091
1965-04-01,18147
1965-04-01,18163
1965-04-01,18198
1965-04-01,18278
1965-04-01,18374
1965-04-01,18382
1965-04-01,18403
1965-04-01,18411
1965-04-01,18446
1965-04-01,18542
1965-04-01,18550
1965-04-01,18569
1965-04-01,18606
1965-04-01,18681
1965-04-01,18729
1965-04-01,18817
1965-04-01,18884
1965-04-01,18921
1965-04-01,18948
1965-04-01,18980
1965-04-01,18999
1965-04-01,19019
1965-04-01,19027
1965-04-01,19043
1965-04-01,19051
1965-04-01,19131
1965-04-01,19166
1965-04-01,19203
1965-04-01,19254
1965-04-01,19334
1965-04-01,19350
1965-04-01,19377
1965-04-01,19385
1965-04-01,19393
1965-04-01,19406
1965-04-01,19414
1965-04-01,19430
1965-04-01,19537
1965-04-01,19553
1965-04-01,19561
1965-04-01,19596
1965-04-01,19617
1965-04-01,19633
1965-04-01,19692
1965-04-01,19713
1965-04-01,19721
1965-04-01,19895
1965-04-01,20001
1965-04-01,20036
1965-04-01,20079
1965-04-01,20124
1965-04-01,20167
1965-04-01,20220
1965-04-01,20239
1965-04-01,20263
1965-04-01,20394
1965-04-01,20431
1965-04-01,20482
1965-04-01,20562
1965-04-01,20570
1965-04-01,20626
1965-04-01,20677
1965-04-01,20730
1965-04-01,20765
1965-04-01,20829
1965-04-01,20837
1965-04-01,20853
1965-04-01,20909
1965-04-01,20968
1965-04-01,20976
1965-04-01,20984
1965-04-01,21004
1965-04-01,21020
1965-04-01,21055
1965-04-01,21178
1965-04-01,21186
1965-04-01,21194
1965-04-01,21207
1965-04-01,21266
1965-04-01,21274
1965-04-01,21290
1965-04-01,21338
1965-04-01,21346
1965-04-01,21370
1965-04-01,21397
1965-04-01,21450
1965-04-01,21485
1965-04-01,21514
1965-04-01,21522
1965-04-01,21530
1965-04-01,21573
1965-04-01,21709
1965-04-01,21768
1965-04-01,21776
1965-04-01,21792
1965-04-01,21821
1965-04-01,21856
1965-04-01,21928
1965-04-01,21936
1965-04-01,22007
1965-04-01,22066
1965-04-01,22082
1965-04-01,22103
1965-04-01,22111
1965-04-01,22170
1965-04-01,22189
1965-04-01,22197
1965-04-01,22234
1965-04-01,22269
1965-04-01,22322
1965-04-01,22357
1965-04-01,22410
1965-04-01,22437
1965-04-01,22496
1965-04-01,22509
1965-04-01,22517
1965-04-01,22533
1965-04-01,22541
1965-04-01,22592
1965-04-01,22613
1965-04-01,22752
1965-04-01,22779
1965-04-01,22816
1965-04-01,22840
1965-04-01,22859
1965-04-01,22939
1965-04-01,22947
1965-04-01,22955
1965-04-01,23018
1965-04-01,23026
1965-04-01,23077
1965-04-01,23085
1965-04-01,23106
1965-04-01,23114
1965-04-01,23210
1965-04-01,23229
1965-04-01,23237
1965-04-01,23317
1965-04-01,23325
1965-04-01,23341
1965-04-01,23405
1965-04-01,23421
1965-04-01,23448
1965-04-01,23480
1965-04-01,23499
1965-04-01,23501
1965-04-01,23528
1965-04-01,23536
1965-04-01,23544
1965-04-01,23579
1965-04-01,23683
1965-04-01,23691
1965-04-01,23712
1965-04-01,23720
1965-04-01,23819
1965-04-01,23827
1965-04-01,23851
1965-04-01,23878
1965-04-01,23915
1965-04-01,23923
1965-04-01,23931
1965-04-01,23990
1965-04-01,24002
1965-04-01,24010
1965-04-01,24037
1965-04-01,24045
1965-04-01,24061
1965-04-01,24088
1965-04-01,24096
1965-04-01,24109
1965-04-01,24117
1965-04-01,24141
1965-04-01,24184
1965-04-01,24192
1965-04-01,24205
1965-04-01,24221
1965-04-01,24256
1965-04-01,24272
1965-04-01,24301
1965-04-01,24352
1965-04-01,24360
1965-04-01,24379
1965-04-01,24416
1965-04-01,24424
1965-04-01,24432
1965-04-01,24440
1965-04-01,24459
1965-04-01,24491
1965-04-01,24539
1965-04-01,24563
1965-04-01,24571
1965-04-01,24627
1965-04-01,24635
1965-04-01,24643
1965-04-01,24678
1965-04-01,24686
1965-04-01,24715
1965-04-01,24790
1965-04-01,24803
1965-04-01,24811
1965-04-01,24854
1965-04-01,24870
1965-04-01,24969
1965-04-01,24985
1965-04-01,25005
1965-04-01,25013
1965-04-01,25056
1965-04-01,25064
1965-04-01,25072
1965-04-01,25099
1965-04-01,25144
1965-04-01,25208
1965-04-01,25216
1965-04-01,25232
1965-04-01,25283
1965-04-01,25304
1965-04-01,25320
1965-04-01,25419
1965-04-01,25443
1965-04-01,25523
1965-04-01,25531
1965-04-01,25574
1965-04-01,25582
1965-04-01,25590
1965-04-01,25662
1965-04-01,25726
1965-04-01,25769
1965-04-01,25785
1965-04-01,25910
1965-04-01,25988
1965-04-01,26067
1965-04-01,26075
1965-04-01,26112
1965-04-01,26120
1965-04-01,26200
1965-04-01,26286
1965-04-01,26294
1965-04-01,26366
1965-04-01,26374
1965-04-01,26390
1965-04-01,26438
1965-04-01,26534
1965-04-01,26542
1965-04-01,26550
1965-04-01,26622
1965-04-01,26657
1965-04-01,26673
1965-04-01,26681
1965-04-01,26729
1965-04-01,26788
1965-04-01,26796
1965-04-01,26825
1965-04-01,26868
1965-04-01,26956
1965-04-01,27051
1965-04-01,27086
1965-04-01,27158
1965-04-01,27190
1965-04-01,27297
1965-04-01,27326
1965-04-01,27385
1965-04-01,27422
1965-04-01,27465
1965-04-01,27473
1965-04-01,27828
1965-04-01,27852
1965-04-01,27860
1965-04-01,27924
1965-04-01,27940
1965-04-01,27959
1965-04-01,27983
1965-04-01,27991
1965-04-01,28046
1965-04-01,28193
1965-04-01,28206
1965-04-01,28222
1965-04-01,28273
1965-04-01,28353
1965-04-01,28417
1965-04-01,28425
1965-04-01,28484
1965-04-01,28505
1965-04-01,28513
1965-04-01,29196
1965-04-01,30365
1965-04-01,30971
1965-04-01,31763
1965-04-01,32598
1965-04-01,32790
1965-04-01,33056
1965-04-01,33101
1965-04-01,33283
1965-04-01,33814
1965-04-01,34323
1965-04-01,34833
1965-04-01,34980
1965-04-01,34999
1965-04-01,35211
1965-04-01,35537
1965-04-01,35836
1965-04-01,36003
1965-04-01,36011
1965-04-01,36468
1965-04-01,36505
1965-04-01,36580
1965-04-01,36855
1965-04-01,37161
1965-04-01,37540
1965-04-01,38324
1965-04-01,38455
1965-04-01,38682
1965-04-01,38703
1965-04-01,38762
1965-04-01,38893
1965-04-01,38914
1965-04-01,38973
1965-05-01,10006
1965-05-01,10030
1965-05-01,10102
1965-05-01,10137
1965-05-01,10145
1965-05-01,10153
1965-05-01,10161
1965-05-01,10196
1965-05-01,10225
1965-05-01,10233
1965-05-01,10241
1965-05-01,10321
1965-05-01,10364
1965-05-01,10372
1965-05-01,10401
1965-05-01,10487
1965-05-01,10495
1965-05-01,10524
1965-05-01,10559
1965-05-01,10575
1965-05-01,10591
1965-05-01,10604
1965-05-01,10735
1965-05-01,10751
1965-05-01,10786
1965-05-01,10823
1965-05-01,10866
1965-05-01,10874
1965-05-01,10890
1965-05-01,10970
1965-05-01,10989
1965-05-01,11092
1965-05-01,11156
1965-05-01,11164
1965-05-01,11260
1965-05-01,11295
1965-05-01,11308
1965-05-01,11340
1965-05-01,11367
1965-05-01,11391
1965-05-01,11404
1965-05-01,11439
1965-05-01,11447
1965-05-01,11455
1965-05-01,11471
1965-05-01,11607
1965-05-01,11658
1965-05-01,11674
1965-05-01,11703
1965-05-01,11746
1965-05-01,11754
1965-05-01,11762
1965-05-01,11850
1965-05-01,11981
1965-05-01,12036
1965-05-01,12052
1965-05-01,12060
1965-05-01,12079
1965-05-01,12124
1965-05-01,12132
1965-05-01,12140
1965-05-01,12167
1965-05-01,12183
1965-05-01,12298
1965-05-01,12431
1965-05-01,12458
1965-05-01,12490
1965-05-01,12503
1965-05-01,12511
1965-05-01,12570
1965-05-01,12626
1965-05-01,12706
1965-05-01,12730
1965-05-01,12749
1965-05-01,12837
1965-05-01,12888
1965-05-01,12896
1965-05-01,12909
1965-05-01,12976
1965-05-01,13047
1965-05-01,13063
1965-05-01,13100
1965-05-01,13119
1965-05-01,13303
1965-05-01,13311
1965-05-01,13354
1965-05-01,13370
1965-05-01,13434
1965-05-01,13522
1965-05-01,13557
1965-05-01,13573
1965-05-01,13610
1965-05-01,13637
1965-05-01,13661
1965-05-01,13688
1965-05-01,13696
1965-05-01,13792
1965-05-01,13821
1965-05-01,13856
1965-05-01,13901
1965-05-01,13928
1965-05-01,14066
1965-05-01,14082
1965-05-01,14090
1965-05-01,14189
1965-05-01,14218
1965-05-01,14250
1965-05-01,14322
1965-05-01,14357
1965-05-01,14429
1965-05-01,14437
1965-05-01,14496
1965-05-01,14509
1965-05-01,14525
1965-05-01,14533
1965-05-01,14541
1965-05-01,14592
1965-05-01,14605
1965-05-01,14656
1965-05-01,14736
1965-05-01,14760
1965-05-01,14795
1965-05-01,14824
1965-05-01,14883
1965-05-01,14891
1965-05-01,14904
1965-05-01,14912
1965-05-01,14955
1965-05-01,15069
1965-05-01,15325
1965-05-01,15341
1965-05-01,15368
1965-05-01,15456
1965-05-01,15472
1965-05-01,15499
1965-05-01,15579
1965-05-01,15624
1965-05-01,15659
1965-05-01,15667
1965-05-01,15720
1965-05-01,15747
1965-05-01,15763
1965-05-01,15966
1965-05-01,16029
1965-05-01,16109
1965-05-01,16205
1965-05-01,16272
1965-05-01,16360
1965-05-01,16424
1965-05-01,16432
1965-05-01,16571
1965-05-01,16598
1965-05-01,16600
1965-05-01,16678
1965-05-01,16707
1965-05-01,16723
1965-05-01,16758
1965-05-01,16870
1965-05-01,16969
1965-05-01,16985
1965-05-01,17128
1965-05-01,17144
1965-05-01,17267
1965-05-01,17291
1965-05-01,17304
1965-05-01,17451
1965-05-01,17478
1965-05-01,17558
1965-05-01,17566
1965-05-01,17590
1965-05-01,17646
1965-05-01,17654
1965-05-01,17726
1965-05-01,17750
1965-05-01,17806
1965-05-01,17830
1965-05-01,17953
1965-05-01,17961
1965-05-01,18016
1965-05-01,18032
1965-05-01,18067
1965-05-01,18091
1965-05-01,18147
1965-05-01,18163
1965-05-01,18198
1965-05-01,18278
1965-05-01,18374
1965-05-01,18382
1965-05-01,18403
1965-05-01,18411
1965-05-01,18446
1965-05-01,18542
1965-05-01,18550
1965-05-01,18569
1965-05-01,18606
1965-05-01,18681
1965-05-01,18729
1965-05-01,18817
1965-05-01,18884
1965-05-01,18921
1965-05-01,18948
1965-05-01,18980
1965-05-01,18999
1965-05-01,19019
1965-05-01,19027
1965-05-01,19043
1965-05-01,19051
1965-05-01,19131
1965-05-01,19166
1965-05-01,19203
1965-05-01,19254
1965-05-01,19334
1965-05-01,19350
1965-05-01,19377
1965-05-01,19385
1965-05-01,19393
1965-05-01,19406
1965-05-01,19414
1965-05-01,19430
1965-05-01,19537
1965-05-01,19553
1965-05-01,19561
1965-05-01,19596
1965-05-01,19617
1965-05-01,19633
1965-05-01,19692
1965-05-01,19713
1965-05-01,19721
1965-05-01,19895
1965-05-01,20001
1965-05-01,20036
1965-05-01,20079
1965-05-01,20124
1965-05-01,20167
1965-05-01,20220
1965-05-01,20239
1965-05-01,20263
1965-05-01,20394
1965-05-01,20431
1965-05-01,20482
1965-05-01,20562
1965-05-01,20570
1965-05-01,20626
1965-05-01,20677
1965-05-01,20730
1965-05-01,20765
1965-05-01,20829
1965-05-01,20837
1965-05-01,20853
1965-05-01,20909
1965-05-01,20968
1965-05-01,20976
1965-05-01,20984
1965-05-01,20992
1965-05-01,21004
1965-05-01,21020
1965-05-01,21055
1965-05-01,21178
1965-05-01,21186
1965-05-01,21194
1965-05-01,21207
1965-05-01,21266
1965-05-01,21274
1965-05-01,21290
1965-05-01,21338
1965-05-01,21346
1965-05-01,21370
1965-05-01,21397
1965-05-01,21450
1965-05-01,21485
1965-05-01,21514
1965-05-01,21522
1965-05-01,21530
1965-05-01,21573
1965-05-01,21709
1965-05-01,21768
1965-05-01,21776
1965-05-01,21792
1965-05-01,21821
1965-05-01,21856
1965-05-01,21928
1965-05-01,21936
1965-05-01,22007
1965-05-01,22082
1965-05-01,22103
1965-05-01,22111
1965-05-01,22170
1965-05-01,22189
1965-05-01,22197
1965-05-01,22234
1965-05-01,22269
1965-05-01,22322
1965-05-01,22357
1965-05-01,22410
1965-05-01,22437
1965-05-01,22496
1965-05-01,22509
1965-05-01,22517
1965-05-01,22533
1965-05-01,22541
1965-05-01,22592
1965-05-01,22613
1965-05-01,22752
1965-05-01,22779
1965-05-01,22816
1965-05-01,22840
1965-05-01,22859
1965-05-01,22939
1965-05-01,22947
1965-05-01,22955
1965-05-01,23018
1965-05-01,23026
1965-05-01,23077
1965-05-01,23085
1965-05-01,23106
1965-05-01,23114
1965-05-01,23210
1965-05-01,23229
1965-05-01,23237
1965-05-01,23317
1965-05-01,23325
1965-05-01,23341
1965-05-01,23405
1965-05-01,23421
1965-05-01,23448
1965-05-01,23480
1965-05-01,23499
1965-05-01,23501
1965-05-01,23528
1965-05-01,23536
1965-05-01,23544
1965-05-01,23579
1965-05-01,23691
1965-05-01,23712
1965-05-01,23720
1965-05-01,23819
1965-05-01,23827
1965-05-01,23851
1965-05-01,23878
1965-05-01,23915
1965-05-01,23923
1965-05-01,23931
1965-05-01,23990
1965-05-01,24002
1965-05-01,24010
1965-05-01,24037
1965-05-01,24045
1965-05-01,24061
1965-05-01,24088
1965-05-01,24096
1965-05-01,24109
1965-05-01,24117
1965-05-01,24141
1965-05-01,24184
1965-05-01,24192
1965-05-01,24205
1965-05-01,24221
1965-05-01,24256
1965-05-01,24272
1965-05-01,24301
1965-05-01,24352
1965-05-01,24360
1965-05-01,24379
1965-05-01,24416
1965-05-01,24424
1965-05-01,24432
1965-05-01,24440
1965-05-01,24459
1965-05-01,24491
1965-05-01,24539
1965-05-01,24563
1965-05-01,24571
1965-05-01,24627
1965-05-01,24635
1965-05-01,24643
1965-05-01,24678
1965-05-01,24686
1965-05-01,24715
1965-05-01,24790
1965-05-01,24803
1965-05-01,24811
1965-05-01,24854
1965-05-01,24870
1965-05-01,24969
1965-05-01,24985
1965-05-01,25005
1965-05-01,25013
1965-05-01,25056
1965-05-01,25064
1965-05-01,25072
1965-05-01,25099
1965-05-01,25144
1965-05-01,25208
1965-05-01,25216
1965-05-01,25232
1965-05-01,25283
1965-05-01,25304
1965-05-01,25320
1965-05-01,25419
1965-05-01,25443
1965-05-01,25523
1965-05-01,25531
1965-05-01,25574
1965-05-01,25582
1965-05-01,25590
1965-05-01,25662
1965-05-01,25689
1965-05-01,25726
1965-05-01,25769
1965-05-01,25785
1965-05-01,25873
1965-05-01,25910
1965-05-01,25988
1965-05-01,26067
1965-05-01,26075
1965-05-01,26112
1965-05-01,26120
1965-05-01,26200
1965-05-01,26286
1965-05-01,26294
1965-05-01,26366
1965-05-01,26374
1965-05-01,26390
1965-05-01,26438
1965-05-01,26534
1965-05-01,26542
1965-05-01,26550
1965-05-01,26622
1965-05-01,26657
1965-05-01,26673
1965-05-01,26681
1965-05-01,26729
1965-05-01,26788
1965-05-01,26796
1965-05-01,26825
1965-05-01,26868
1965-05-01,26956
1965-05-01,27027
1965-05-01,27051
1965-05-01,27086
1965-05-01,27158
1965-05-01,27190
1965-05-01,27297
1965-05-01,27326
1965-05-01,27385
1965-05-01,27422
1965-05-01,27473
1965-05-01,27828
1965-05-01,27852
1965-05-01,27860
1965-05-01,27924
1965-05-01,27940
1965-05-01,27959
1965-05-01,27983
1965-05-01,27991
1965-05-01,28046
1965-05-01,28222
1965-05-01,28273
1965-05-01,28353
1965-05-01,28417
1965-05-01,28425
1965-05-01,28505
1965-05-01,28513
1965-05-01,28732
1965-05-01,29196
1965-05-01,30365
1965-05-01,30971
1965-05-01,32598
1965-05-01,32790
1965-05-01,33056
1965-05-01,33101
1965-05-01,33283
1965-05-01,33814
1965-05-01,34075
1965-05-01,34323
1965-05-01,34622
1965-05-01,34833
1965-05-01,34980
1965-05-01,34999
1965-05-01,35211
1965-05-01,35537
1965-05-01,35836
1965-05-01,36003
1965-05-01,36011
1965-05-01,36468
1965-05-01,36505
1965-05-01,36580
1965-05-01,36855
1965-05-01,37161
1965-05-01,37540
1965-05-01,38324
1965-05-01,38455
1965-05-01,38682
1965-05-01,38703
1965-05-01,38762
1965-05-01,38893
1965-05-01,38914
1965-05-01,38973
1965-05-01,39087
1965-05-01,39124
1965-06-01,10006
1965-06-01,10102
1965-06-01,10137
1965-06-01,10145
1965-06-01,10153
1965-06-01,10161
1965-06-01,10196
1965-06-01,10225
1965-06-01,10233
1965-06-01,10241
1965-06-01,10321
1965-06-01,10364
1965-06-01,10372
1965-06-01,10401
1965-06-01,10487
1965-06-01,10495
1965-06-01,10524
1965-06-01,10559
1965-06-01,10575
1965-06-01,10591
1965-06-01,10604
1965-06-01,10735
1965-06-01,10751
1965-06-01,10786
1965-06-01,10823
1965-06-01,10866
1965-06-01,10874
1965-06-01,10890
1965-06-01,10970
1965-06-01,10989
1965-06-01,11092
1965-06-01,11156
1965-06-01,11164
1965-06-01,11260
1965-06-01,11295
1965-06-01,11308
1965-06-01,11340
1965-06-01,11367
1965-06-01,11391
1965-06-01,11404
1965-06-01,11439
1965-06-01,11447
1965-06-01,11455
1965-06-01,11471
1965-06-01,11607
1965-06-01,11658
1965-06-01,11674
1965-06-01,11703
1965-06-01,11746
1965-06-01,11754
1965-06-01,11762
1965-06-01,11850
1965-06-01,11981
1965-06-01,12036
1965-06-01,12052
1965-06-01,12060
1965-06-01,12079
1965-06-01,12124
1965-06-01,12132
1965-06-01,12140
1965-06-01,12167
1965-06-01,12183
1965-06-01,12298
1965-06-01,12431
1965-06-01,12458
1965-06-01,12490
1965-06-01,12503
1965-06-01,12511
1965-06-01,12570
1965-06-01,12626
1965-06-01,12706
1965-06-01,12730
1965-06-01,12749
1965-06-01,12837
1965-06-01,12888
1965-06-01,12896
1965-06-01,12909
1965-06-01,12976
1965-06-01,13047
1965-06-01,13063
1965-06-01,13100
1965-06-01,13119
1965-06-01,13303
1965-06-01,13311
1965-06-01,13354
1965-06-01,13370
1965-06-01,13434
1965-06-01,13522
1965-06-01,13557
1965-06-01,13573
1965-06-01,13610
1965-06-01,13637
1965-06-01,13661
1965-06-01,13688
1965-06-01,13696
1965-06-01,13792
1965-06-01,13821
1965-06-01,13856
1965-06-01,13901
1965-06-01,13928
1965-06-01,14066
1965-06-01,14082
1965-06-01,14090
1965-06-01,14189
1965-06-01,14218
1965-06-01,14250
1965-06-01,14322
1965-06-01,14357
1965-06-01,14429
1965-06-01,14437
1965-06-01,14496
1965-06-01,14509
1965-06-01,14525
1965-06-01,14533
1965-06-01,14541
1965-06-01,14592
1965-06-01,14605
1965-06-01,14656
1965-06-01,14736
1965-06-01,14760
1965-06-01,14795
1965-06-01,14824
1965-06-01,14883
1965-06-01,14891
1965-06-01,14904
1965-06-01,14912
1965-06-01,14955
1965-06-01,15069
1965-06-01,15325
1965-06-01,15341
1965-06-01,15368
1965-06-01,15456
1965-06-01,15472
1965-06-01,15499
1965-06-01,15579
1965-06-01,15624
1965-06-01,15659
1965-06-01,15667
1965-06-01,15720
1965-06-01,15747
1965-06-01,15763
1965-06-01,15966
1965-06-01,16029
1965-06-01,16109
1965-06-01,16205
1965-06-01,16272
1965-06-01,16360
